LICENSE PLATE,VIN,MAKE,MODEL,COVERAGE VALID FROM,COVERAGE VALID TO,COUNTRY
,LGXCE4CBXP2027467,BYD,ATTO 3,19/05/2023,18/05/2027,UK
,LGXCE4CBXP2027453,BYD,ATTO 3,5/3/2024,4/3/2028,UK
,LGXCE4CBXP2027436,BYD,ATTO 3,12/3/2024,11/3/2028,UK
,LGXCE4CBXP2027386,BYD,ATTO 3,17/05/2023,16/05/2027,IE
,LGXCE4CBXP2022494,BYD,ATTO 3,20/11/2023,19/11/2027,NL
,LGXCE4CBXP2022401,BYD,ATTO 3,16/10/2023,15/10/2027,NL
,LGXCE4CBXP2022396,BYD,ATTO 3,24/10/2023,23/10/2027,NL
,LGXCE4CBXP2022365,BYD,ATTO 3,9/1/2024,8/1/2028,NL
,LGXCE4CBXP2022298,BYD,ATTO 3,27/12/2023,26/12/2027,NL
,LGXCE4CBXP2020714,BYD,ATTO 3,24/07/2023,23/07/2027,DE
,LGXCE4CBXP2020681,BYD,ATTO 3,16/05/2023,15/05/2027,AT
,LGXCE4CBXP2020650,BYD,ATTO 3,30/10/2023,29/10/2027,DE
,LGXCE4CBXP2020647,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CBXP2020633,BYD,ATTO 3,13/09/2023,12/9/2027,DE
,LGXCE4CBXP2017621,BYD,ATTO 3,28/11/2023,27/11/2027,AT
,LGXCE4CBXP2017618,BYD,ATTO 3,29/11/2023,28/11/2027,NL
,LGXCE4CBXP2017604,BYD,ATTO 3,14/11/2023,13/11/2027,DE
,LGXCE4CBXP2017599,BYD,ATTO 3,7/10/2023,6/10/2027,DE
,LGXCE4CBXP2017571,BYD,ATTO 3,19/10/2023,18/10/2027,DE
,LGXCE4CBXP2017568,BYD,ATTO 3,28/06/2023,27/06/2027,AT
,LGXCE4CBXP2017540,BYD,ATTO 3,13/11/2023,12/11/2027,DE
,LGXCE4CBXP2017537,BYD,ATTO 3,16/12/2023,15/12/2027,NL
,LGXCE4CBXP2017523,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2017506,BYD,ATTO 3,6/11/2023,5/11/2027,AT
,LGXCE4CBXP2017490,BYD,ATTO 3,8/11/2023,7/11/2027,DE
,LGXCE4CBXP2017487,BYD,ATTO 3,28/06/2023,27/06/2027,AT
,LGXCE4CBXP2017473,BYD,ATTO 3,27/11/2023,26/11/2027,DE
,LGXCE4CBXP2017456,BYD,ATTO 3,25/05/2023,24/05/2027,AT
,LGXCE4CBXP2016971,BYD,ATTO 3,12/1/2024,11/1/2028,NL
,LGXCE4CBXP2016968,BYD,ATTO 3,29/11/2023,28/11/2027,NL
,LGXCE4CBXP2016940,BYD,ATTO 3,2/10/2023,1/10/2027,NL
,LGXCE4CBXP2016937,BYD,ATTO 3,21/11/2023,20/11/2027,NL
,LGXCE4CBXP2016923,BYD,ATTO 3,9/1/2024,8/1/2028,NL
,LGXCE4CBXP2016906,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CBXP2016890,BYD,ATTO 3,23/10/2023,22/10/2027,NL
,LGXCE4CBXP2016887,BYD,ATTO 3,3/11/2023,2/11/2027,NL
,LGXCE4CBXP2016873,BYD,ATTO 3,23/11/2023,22/11/2027,NL
,LGXCE4CBXP2016856,BYD,ATTO 3,10/7/2024,9/7/2028,NL
,LGXCE4CBXP2016842,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CBXP2016839,BYD,ATTO 3,10/1/2024,9/1/2028,NL
,LGXCE4CBXP2016825,BYD,ATTO 3,4/8/2023,3/8/2027,ES
,LGXCE4CBXP2016811,BYD,ATTO 3,2/10/2023,1/10/2027,DE
,LGXCE4CBXP2016808,BYD,ATTO 3,8/9/2023,7/9/2027,NL
,LGXCE4CBXP2016792,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CBXP2016789,BYD,ATTO 3,11/1/2024,10/1/2028,NL
,LGXCE4CBXP2016775,BYD,ATTO 3,2/8/2023,1/8/2027,NL
,LGXCE4CBXP2016758,BYD,ATTO 3,27/11/2023,26/11/2027,ES
,LGXCE4CBXP2016744,BYD,ATTO 3,5/10/2023,4/10/2027,NL
,LGXCE4CBXP2016730,BYD,ATTO 3,15/11/2023,14/11/2027,DE
,LGXCE4CBXP2016727,BYD,ATTO 3,17/11/2023,16/11/2027,NL
,LGXCE4CBXP2016713,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2016694,BYD,ATTO 3,13/09/2023,12/9/2027,ES
,LGXCE4CBXP2016680,BYD,ATTO 3,24/05/2023,23/05/2027,ES
,LGXCE4CBXP2016677,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2016663,BYD,ATTO 3,20/12/2023,19/12/2027,NL
,LGXCE4CBXP2015254,BYD,ATTO 3,20/11/2023,19/11/2027,DE
,LGXCE4CBXP2015237,BYD,ATTO 3,16/11/2023,15/11/2027,DE
,LGXCE4CBXP2015223,BYD,ATTO 3,13/12/2023,12/12/2027,DE
,LGXCE4CBXP2015206,BYD,ATTO 3,30/10/2023,29/10/2027,BE
,LGXCE4CBXP2015190,BYD,ATTO 3,8/9/2023,7/9/2027,DE
,LGXCE4CBXP2015173,BYD,ATTO 3,1/2/2024,31/01/2028,AT
,LGXCE4CBXP2013598,BYD,ATTO 3,15/12/2023,14/12/2027,ES
,LGXCE4CBXP2013584,BYD,ATTO 3,21/02/2024,20/02/2028,ES
,LGXCE4CBXP2013567,BYD,ATTO 3,8/1/2024,7/1/2028,NL
,LGXCE4CBXP2013553,BYD,ATTO 3,27/11/2023,26/11/2027,NL
,LGXCE4CBXP2013536,BYD,ATTO 3,15/11/2023,14/11/2027,AT
,LGXCE4CBXP2013505,BYD,ATTO 3,15/12/2023,14/12/2027,DE
,LGXCE4CBXP2013441,BYD,ATTO 3,10/7/2023,9/7/2027,ES
,LGXCE4CBXP2013424,BYD,ATTO 3,12/1/2024,11/1/2028,NL
,LGXCE4CBXP2013410,BYD,ATTO 3,2/11/2023,1/11/2027,ES
,LGXCE4CBXP2013407,BYD,ATTO 3,18/09/2023,17/09/2027,DE
,LGXCE4CBXP2013391,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2013388,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2013374,BYD,ATTO 3,23/01/2024,22/01/2028,NL
,LGXCE4CBXP2013357,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2013326,BYD,ATTO 3,4/10/2023,3/10/2027,ES
,LGXCE4CBXP2013312,BYD,ATTO 3,7/11/2023,6/11/2027,NL
,LGXCE4CBXP2013309,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2013262,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2013259,BYD,ATTO 3,27/10/2023,26/10/2027,ES
,LGXCE4CBXP2013245,BYD,ATTO 3,2/11/2023,1/11/2027,ES
,LGXCE4CBXP2012760,BYD,ATTO 3,20/12/2023,19/12/2027,AT
,LGXCE4CBXP2012757,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2012712,BYD,ATTO 3,30/06/2024,29/06/2028,BE
,LGXCE4CBXP2012709,BYD,ATTO 3,16/04/2024,15/04/2028,BE
,LGXCE4CBXP2012693,BYD,ATTO 3,22/03/2024,21/03/2028,BE
,LGXCE4CBXP2012676,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2012662,BYD,ATTO 3,10/8/2023,9/8/2027,AT
,LGXCE4CBXP2012659,BYD,ATTO 3,14/12/2023,13/12/2027,DE
,LGXCE4CBXP2012645,BYD,ATTO 3,16/02/2024,15/02/2028,BE
,LGXCE4CBXP2012631,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2012628,BYD,ATTO 3,10/11/2023,9/11/2027,NL
,LGXCE4CBXP2012614,BYD,ATTO 3,5/12/2023,4/12/2027,NL
,LGXCE4CBXP2012600,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2012595,BYD,ATTO 3,13/12/2023,12/12/2027,DE
,LGXCE4CBXP2012581,BYD,ATTO 3,22/12/2023,21/12/2027,DE
,LGXCE4CBXP2012578,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2012564,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2012550,BYD,ATTO 3,23/06/2023,22/06/2027,AT
,LGXCE4CBXP2012547,BYD,ATTO 3,26/06/2023,25/06/2027,AT
,LGXCE4CBXP2011625,BYD,ATTO 3,1/11/2023,31/10/2027,DE
,LGXCE4CBXP2011611,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2011592,BYD,ATTO 3,21/06/2024,20/06/2028,AT
,LGXCE4CBXP2011589,BYD,ATTO 3,28/04/2023,27/04/2027,AT
,LGXCE4CBXP2011432,BYD,ATTO 3,17/04/2024,16/04/2028,IT
,LGXCE4CBXP2011429,BYD,ATTO 3,5/1/2024,4/1/2028,BE
,LGXCE4CBXP2011415,BYD,ATTO 3,16/06/2023,15/06/2027,ES
,LGXCE4CBXP2011396,BYD,ATTO 3,3/11/2023,2/11/2027,ES
,LGXCE4CBXP2011382,BYD,ATTO 3,3/11/2023,2/11/2027,FR
,LGXCE4CBXP2011379,BYD,ATTO 3,21/12/2023,20/12/2027,FR
,LGXCE4CBXP2011365,BYD,ATTO 3,24/10/2023,23/10/2027,DE
,LGXCE4CBXP2011351,BYD,ATTO 3,20/11/2023,19/11/2027,FR
,LGXCE4CBXP2011334,BYD,ATTO 3,29/11/2023,28/11/2027,ES
,LGXCE4CBXP2011328,BYD,ATTO 3,18/09/2023,17/09/2027,FR
,LGXCE4CBXP2011320,BYD,ATTO 3,1/12/2023,30/11/2027,IT
,LGXCE4CBXP2011303,BYD,ATTO 3,19/01/2024,18/01/2028,NL
,LGXCE4CBXP2011298,BYD,ATTO 3,2/12/2023,1/12/2027,FR
,LGXCE4CBXP2011284,BYD,ATTO 3,13/12/2023,12/12/2027,IT
,LGXCE4CBXP2011270,BYD,ATTO 3,27/01/2024,26/01/2028,IT
,LGXCE4CBXP2011253,BYD,ATTO 3,9/10/2023,8/10/2027,FR
,LGXCE4CBXP2011236,BYD,ATTO 3,20/09/2023,19/09/2027,IT
,LGXCE4CBXP2011222,BYD,ATTO 3,27/09/2023,26/09/2027,FR
,LGXCE4CBXP2011219,BYD,ATTO 3,18/09/2023,17/09/2027,FR
,LGXCE4CBXP2011205,BYD,ATTO 3,26/12/2023,25/12/2027,ES
,LGXCE4CBXP2011186,BYD,ATTO 3,4/12/2023,3/12/2027,ES
,LGXCE4CBXP2010832,BYD,ATTO 3,7/11/2023,6/11/2027,ES
,LGXCE4CBXP2010815,BYD,ATTO 3,13/12/2023,12/12/2027,IT
,LGXCE4CBXP2010801,BYD,ATTO 3,2/11/2023,1/11/2027,ES
,LGXCE4CBXP2010779,BYD,ATTO 3,16/01/2024,15/01/2028,BE
,LGXCE4CBXP2010765,BYD,ATTO 3,16/11/2023,15/11/2027,FR
,LGXCE4CBXP2010751,BYD,ATTO 3,15/11/2023,14/11/2027,IT
,LGXCE4CBXP2010748,BYD,ATTO 3,6/9/2023,5/9/2027,FR
,LGXCE4CBXP2010734,BYD,ATTO 3,19/12/2023,18/12/2027,ES
,LGXCE4CBXP2010720,BYD,ATTO 3,3/7/2023,2/7/2027,IE
,LGXCE4CBXP2010717,BYD,ATTO 3,15/02/2024,14/02/2028,UK
,LGXCE4CBXP2010703,BYD,ATTO 3,13/02/2024,12/2/2028,UK
,LGXCE4CBXP2010698,BYD,ATTO 3,12/3/2024,11/3/2028,UK
,LGXCE4CBXP2010684,BYD,ATTO 3,12/9/2023,11/9/2027,UK
,LGXCE4CBXP2010670,BYD,ATTO 3,27/12/2023,26/12/2027,UK
,LGXCE4CBXP2010667,BYD,ATTO 3,29/01/2024,28/01/2028,UK
,LGXCE4CBXP2010653,BYD,ATTO 3,28/12/2023,27/12/2027,UK
,LGXCE4CBXP2010636,BYD,ATTO 3,15/12/2023,14/12/2027,UK
,LGXCE4CBXP2010622,BYD,ATTO 3,28/12/2023,27/12/2027,UK
,LGXCE4CBXP2010619,BYD,ATTO 3,16/01/2024,15/01/2028,UK
,LGXCE4CBXP2010605,BYD,ATTO 3,19/02/2024,18/02/2028,UK
,LGXCE4CBXP2010586,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CBXP2010572,BYD,ATTO 3,11/1/2024,10/1/2028,UK
,LGXCE4CBXP2010569,BYD,ATTO 3,5/3/2024,4/3/2028,UK
,LGXCE4CBXP2010555,BYD,ATTO 3,14/03/2024,13/03/2028,UK
,LGXCE4CBXP2010524,BYD,ATTO 3,29/03/2024,28/03/2028,UK
,LGXCE4CBXP2010510,BYD,ATTO 3,24/01/2024,23/01/2028,UK
,LGXCE4CBXP2010507,BYD,ATTO 3,5/2/2024,4/2/2028,UK
,LGXCE4CBXP2010491,BYD,ATTO 3,12/10/2023,11/10/2027,UK
,LGXCE4CBXP2010474,BYD,ATTO 3,6/2/2024,5/2/2028,UK
,LGXCE4CBXP2010460,BYD,ATTO 3,1/3/2024,29/02/2028,UK
,LGXCE4CBXP2010457,BYD,ATTO 3,2/2/2024,1/2/2028,UK
,LGXCE4CBXP2010443,BYD,ATTO 3,13/09/2023,12/9/2027,UK
,LGXCE4CBXP2010426,BYD,ATTO 3,23/02/2024,22/02/2028,UK
,LGXCE4CBXP2010412,BYD,ATTO 3,20/09/2023,19/09/2027,DE
,LGXCE4CBXP2010409,BYD,ATTO 3,25/09/2023,24/09/2027,DE
,LGXCE4CBXP2010362,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2010359,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2010331,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2010300,BYD,ATTO 3,16/11/2023,15/11/2027,FR
,LGXCE4CBXP2009230,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2009213,BYD,ATTO 3,4/3/2024,3/3/2028,BE
,LGXCE4CBXP2009194,BYD,ATTO 3,29/12/2023,28/12/2027,SE
,LGXCE4CBXP2009180,BYD,ATTO 3,11/9/2023,10/9/2027,SE
,LGXCE4CBXP2009177,BYD,ATTO 3,7/2/2024,6/2/2028,AT
,LGXCE4CBXP2009163,BYD,ATTO 3,18/09/2023,17/09/2027,DE
,LGXCE4CBXP2009146,BYD,ATTO 3,26/06/2023,25/06/2027,AT
,LGXCE4CBXP2009132,BYD,ATTO 3,13/10/2023,12/10/2027,DE
,LGXCE4CBXP2009129,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2009115,BYD,ATTO 3,20/12/2023,19/12/2027,SE
,LGXCE4CBXP2009101,BYD,ATTO 3,14/12/2023,13/12/2027,NL
,LGXCE4CBXP2009082,BYD,ATTO 3,27/03/2024,26/03/2028,SE
,LGXCE4CBXP2009079,BYD,ATTO 3,13/09/2023,12/9/2027,DE
,LGXCE4CBXP2009051,BYD,ATTO 3,15/12/2023,14/12/2027,SE
,LGXCE4CBXP2009048,BYD,ATTO 3,31/08/2023,30/08/2027,SE
,LGXCE4CBXP2009034,BYD,ATTO 3,18/09/2023,17/09/2027,DE
,LGXCE4CBXP2009020,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2009017,BYD,ATTO 3,17/06/2024,16/06/2028,AT
,LGXCE4CBXP2008997,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008983,BYD,ATTO 3,20/09/2023,19/09/2027,FR
,LGXCE4CBXP2008966,BYD,ATTO 3,19/01/2024,18/01/2028,DE
,LGXCE4CBXP2008952,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2008899,BYD,ATTO 3,8/9/2023,7/9/2027,SE
,LGXCE4CBXP2008885,BYD,ATTO 3,18/12/2023,17/12/2027,SE
,LGXCE4CBXP2008868,BYD,ATTO 3,25/08/2023,24/08/2027,ES
,LGXCE4CBXP2008854,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008823,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008806,BYD,ATTO 3,27/05/2024,26/05/2028,AT
,LGXCE4CBXP2008790,BYD,ATTO 3,12/10/2023,11/10/2027,BE
,LGXCE4CBXP2008787,BYD,ATTO 3,13/09/2023,12/9/2027,DE
,LGXCE4CBXP2008773,BYD,ATTO 3,30/05/2023,29/05/2027,PT
,LGXCE4CBXP2008756,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2008742,BYD,ATTO 3,28/07/2023,27/07/2027,SE
,LGXCE4CBXP2008739,BYD,ATTO 3,18/12/2023,17/12/2027,SE
,LGXCE4CBXP2008725,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008711,BYD,ATTO 3,21/09/2023,20/09/2027,DE
,LGXCE4CBXP2008708,BYD,ATTO 3,15/12/2023,14/12/2027,SE
,LGXCE4CBXP2008692,BYD,ATTO 3,25/09/2023,24/09/2027,DE
,LGXCE4CBXP2008689,BYD,ATTO 3,26/09/2023,25/09/2027,DE
,LGXCE4CBXP2008675,BYD,ATTO 3,3/1/2024,2/1/2028,NL
,LGXCE4CBXP2008644,BYD,ATTO 3,7/5/2024,6/5/2028,AT
,LGXCE4CBXP2008630,BYD,ATTO 3,27/10/2023,26/10/2027,DE
,LGXCE4CBXP2008627,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CBXP2008613,BYD,ATTO 3,4/10/2023,3/10/2027,ES
,LGXCE4CBXP2008580,BYD,ATTO 3,10/8/2023,9/8/2027,DE
,LGXCE4CBXP2008577,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2008563,BYD,ATTO 3,27/09/2023,26/09/2027,DE
,LGXCE4CBXP2008546,BYD,ATTO 3,18/12/2023,17/12/2027,SE
,LGXCE4CBXP2008532,BYD,ATTO 3,4/9/2023,3/9/2027,SE
,LGXCE4CBXP2008529,BYD,ATTO 3,7/9/2023,6/9/2027,SE
,LGXCE4CBXP2008515,BYD,ATTO 3,25/09/2023,24/09/2027,DE
,LGXCE4CBXP2008501,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008496,BYD,ATTO 3,31/08/2023,30/08/2027,SE
,LGXCE4CBXP2008482,BYD,ATTO 3,8/9/2023,7/9/2027,SE
,LGXCE4CBXP2008479,BYD,ATTO 3,6/9/2023,5/9/2027,SE
,LGXCE4CBXP2008465,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2008451,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2008448,BYD,ATTO 3,6/12/2023,5/12/2027,FR
,LGXCE4CBXP2008420,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008398,BYD,ATTO 3,19/08/2023,18/08/2027,DE
,LGXCE4CBXP2008384,BYD,ATTO 3,11/3/2024,10/3/2028,FR
,LGXCE4CBXP2008370,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008367,BYD,ATTO 3,6/12/2023,5/12/2027,FR
,LGXCE4CBXP2008353,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2008319,BYD,ATTO 3,14/09/2023,13/09/2027,DE
,LGXCE4CBXP2008272,BYD,ATTO 3,31/07/2023,30/07/2027,SE
,LGXCE4CBXP2008269,BYD,ATTO 3,17/08/2023,16/08/2027,SE
,LGXCE4CBXP2008255,BYD,ATTO 3,3/10/2023,2/10/2027,SE
,LGXCE4CBXP2008241,BYD,ATTO 3,31/08/2023,30/08/2027,SE
,LGXCE4CBXP2008109,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2008076,BYD,ATTO 3,12/9/2023,11/9/2027,DE
,LGXCE4CBXP2008059,BYD,ATTO 3,11/12/2023,10/12/2027,SE
,LGXCE4CBXP2008031,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2008028,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2008014,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXP2008000,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2007994,BYD,ATTO 3,10/10/2023,9/10/2027,IT
,LGXCE4CBXP2007980,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2007963,BYD,ATTO 3,31/01/2024,30/01/2028,BE
,LGXCE4CBXP2007946,BYD,ATTO 3,3/10/2023,2/10/2027,SE
,LGXCE4CBXP2007932,BYD,ATTO 3,7/9/2023,6/9/2027,SE
,LGXCE4CBXP2007929,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2007915,BYD,ATTO 3,15/09/2023,14/09/2027,DE
,LGXCE4CBXP2007901,BYD,ATTO 3,25/09/2023,24/09/2027,DE
,LGXCE4CBXP2007896,BYD,ATTO 3,18/12/2023,17/12/2027,SE
,LGXCE4CBXP2006716,BYD,ATTO 3,15/12/2023,14/12/2027,DE
,LGXCE4CBXP2006702,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2006697,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CBXP2006666,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2006652,BYD,ATTO 3,10/8/2023,9/8/2027,DE
,LGXCE4CBXP2006649,BYD,ATTO 3,10/8/2023,9/8/2027,DE
,LGXCE4CBXP2006635,BYD,ATTO 3,15/09/2023,14/09/2027,ES
,LGXCE4CBXP2006621,BYD,ATTO 3,19/08/2023,18/08/2027,DE
,LGXCE4CBXP2006618,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2006604,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2006599,BYD,ATTO 3,22/08/2023,21/08/2027,DE
,LGXCE4CBXP2006585,BYD,ATTO 3,28/09/2023,27/09/2027,DE
,LGXCE4CBXP2006571,BYD,ATTO 3,31/07/2023,30/07/2027,DE
,LGXCE4CBXP2006568,BYD,ATTO 3,27/07/2023,26/07/2027,DE
,LGXCE4CBXP2005324,BYD,ATTO 3,13/12/2023,12/12/2027,DE
,LGXCE4CBXP2005288,BYD,ATTO 3,16/12/2023,15/12/2027,DE
,LGXCE4CBXP2005274,BYD,ATTO 3,14/05/2024,13/05/2028,BE
,LGXCE4CBXP2005260,BYD,ATTO 3,1/12/2023,30/11/2027,ES
,LGXCE4CBXP2005257,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2005243,BYD,ATTO 3,23/10/2023,22/10/2027,DE
,LGXCE4CBXP2005212,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2005193,BYD,ATTO 3,16/11/2023,15/11/2027,ES
,LGXCE4CBXP2005176,BYD,ATTO 3,8/11/2023,7/11/2027,ES
,LGXCE4CBXP2005162,BYD,ATTO 3,3/6/2024,2/6/2028,FR
,LGXCE4CBXP2005145,BYD,ATTO 3,11/10/2023,10/10/2027,DE
,LGXCE4CBXP2005131,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2005128,BYD,ATTO 3,5/4/2024,4/4/2028,AT
,LGXCE4CBXP2005100,BYD,ATTO 3,24/07/2023,23/07/2027,AT
,LGXCE4CBXP2005095,BYD,ATTO 3,2/1/2024,1/1/2028,ES
,LGXCE4CBXP2005081,BYD,ATTO 3,1/9/2023,31/08/2027,DE
,LGXCE4CBXP2005064,BYD,ATTO 3,13/09/2023,12/9/2027,DE
,LGXCE4CBXP2005050,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXP2005033,BYD,ATTO 3,23/10/2023,22/10/2027,DE
,LGXCE4CBXP2005016,BYD,ATTO 3,14/12/2023,13/12/2027,DE
,LGXCE4CBXP2005002,BYD,ATTO 3,22/06/2023,21/06/2027,AT
,LGXCE4CBXP2004996,BYD,ATTO 3,15/12/2023,14/12/2027,DE
,LGXCE4CBXP2004982,BYD,ATTO 3,25/01/2024,24/01/2028,ES
,LGXCE4CBXP2001693,BYD,ATTO 3,27/07/2023,26/07/2027,DE
,LGXCE4CBXP0521372,BYD,SEAL U,23/04/2024,22/04/2028,DK
,LGXCE4CBXP0521274,BYD,SEAL U,8/5/2024,7/5/2028,AT
,LGXCE4CBXP0513837,BYD,SEAL U,25/04/2024,24/04/2028,AT
,LGXCE4CBXP0513823,BYD,SEAL U,25/04/2024,24/04/2028,AT
,LGXCE4CBXP0431669,BYD,SEAL U,31/01/2024,30/01/2028,BE
,LGXCE4CBXP0431638,BYD,SEAL,15/03/2024,14/03/2028,BE
,LGXCE4CBXP0431624,BYD,SEAL U,28/04/2024,27/04/2028,NL
,LGXCE4CBXP0426083,BYD,ATTO 3,19/01/2024,18/01/2028,DK
,LGXCE4CBXP0350848,BYD,SEAL U,10/4/2024,9/4/2028,FR
,LGXCE4CBXN2228458,BYD,ATTO 3,27/07/2023,26/07/2027,DE
,LGXCE4CBXN2228444,BYD,ATTO 3,8/8/2023,7/8/2027,DE
,LGXCE4CBXN2228430,BYD,ATTO 3,8/8/2023,7/8/2027,DE
,LGXCE4CBXN2228427,BYD,ATTO 3,27/07/2023,26/07/2027,DE
,LGXCE4CBXN2228394,BYD,ATTO 3,10/8/2023,9/8/2027,DE
,LGXCE4CBXN2228380,BYD,ATTO 3,10/8/2023,9/8/2027,DE
,LGXCE4CBXN2228377,BYD,ATTO 3,15/08/2023,14/08/2027,DE
,LGXCE4CBXN2225026,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CBXN2225012,BYD,ATTO 3,10/8/2023,9/8/2027,DE
,LGXCE4CBXN2225009,BYD,ATTO 3,11/9/2023,10/9/2027,SE
,LGXCE4CBXN2224989,BYD,ATTO 3,22/08/2023,21/08/2027,DE
,LGXCE4CBXN2224975,BYD,ATTO 3,8/8/2023,7/8/2027,DE
,LGXCE4CBXN2219940,BYD,ATTO 3,7/2/2024,6/2/2028,PT
,LGXCE4CBXN2219923,BYD,ATTO 3,12/5/2023,11/5/2027,AT
,LGXCE4CBXN2219906,BYD,ATTO 3,24/11/2023,23/11/2027,DE
,LGXCE4CBXN2219890,BYD,ATTO 3,23/01/2024,22/01/2028,IT
,LGXCE4CBXN2219887,BYD,ATTO 3,19/07/2023,18/07/2027,PT
,LGXCE4CBXN2219873,BYD,ATTO 3,15/02/2024,14/02/2028,PT
,LGXCE4CBXN2219856,BYD,ATTO 3,24/08/2023,23/08/2027,PT
,LGXCE4CBXN2217637,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CBXN2217623,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXN2217606,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXN2217590,BYD,ATTO 3,18/01/2024,17/01/2028,PT
,LGXCE4CBXN2217587,BYD,ATTO 3,26/02/2024,25/02/2028,DE
,LGXCE4CBXN2217573,BYD,ATTO 3,15/02/2024,14/02/2028,PT
,LGXCE4CBXN2217556,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CBXN2217542,BYD,ATTO 3,20/11/2023,19/11/2027,DE
,LGXCE4CBXN2217539,BYD,ATTO 3,30/08/2023,29/08/2027,PT
